"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","429","plain message without <end_conference/> element is ignored","mod_end_conference","Tue Aug 11 06:47:06 UTC 2026","passed","Tue Aug 11 06:47:06 UTC 2026","","","",""
"","0","prepends [subdomain] when subdomain is given","util.lib","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","","build_room_address","",""
"","288","anonymous sender is blocked when groupChatRestricted is true","mod_filter_messages","Tue Aug 11 06:47:40 UTC 2026","passed","Tue Aug 11 06:47:40 UTC 2026","","","",""
"","11","sets session.jitsi_meet_room from room claim","mod_auth_token (HS256 shared secret)","Tue Aug 11 06:47:04 UTC 2026","passed","Tue Aug 11 06:47:04 UTC 2026","","","",""
"","59","allows a client from a whitelisted domain to join","mod_muc_filter_access","Tue Aug 11 06:48:13 UTC 2026","passed","Tue Aug 11 06:48:13 UTC 2026","","","",""
"","0","logs error and skips hook when accepted_audiences is absent","mod_short_lived_token","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","","config validation","",""
"","445","blocks stop IQ when context.features present but livestreaming key absent","mod_filter_iq_jibri (feature-based authorization)","Tue Aug 11 06:47:25 UTC 2026","passed","Tue Aug 11 06:47:26 UTC 2026","","livestreaming (recording_mode=stream)","",""
"","588","rejects a language longer than 20 characters","mod_audio_translation_component","Tue Aug 11 06:46:42 UTC 2026","passed","Tue Aug 11 06:46:43 UTC 2026","","validation (whole-stanza atomicity)","",""
"","450","removes the request map entirely once the last subscription is gone","mod_audio_translation_component","Tue Aug 11 06:46:57 UTC 2026","passed","Tue Aug 11 06:46:58 UTC 2026","","MUC-leave pruning","",""
"","18","does not crash on connect with invalid Lua regex room claim","mod_auth_token (ASAP / RS256)","Tue Aug 11 06:47:04 UTC 2026","passed","Tue Aug 11 06:47:04 UTC 2026","","","",""
"","642","does not remove an occupant before authorizing the affiliation change","mod_muc_lobby_rooms","Tue Aug 11 06:48:25 UTC 2026","passed","Tue Aug 11 06:48:25 UTC 2026","","admin-set nick reservation","",""
"","8","connects successfully with a valid token","mod_auth_token (HS256 shared secret)","Tue Aug 11 06:47:04 UTC 2026","passed","Tue Aug 11 06:47:04 UTC 2026","","","",""
"","348","processes requests when audioTranslation is absent (enabled by default)","mod_audio_translation_component","Tue Aug 11 06:46:39 UTC 2026","passed","Tue Aug 11 06:46:39 UTC 2026","","enabled flag","",""
"","0","does not push service when credential key is not in accepted map","mod_short_lived_token","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","","external_service/credentials handler","",""
"","123","adds <group> inside <identity> when context.group is set","mod_presence_identity","Tue Aug 11 06:49:06 UTC 2026","passed","Tue Aug 11 06:49:06 UTC 2026","","identity injection","",""
"","0","converts a minimal RSA JWK (no 0x00 padding) to PEM","jwk.lib","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","","jwk_to_pem","",""
"","0","returns nil subdomain for a hyphenated-prefix host (regression: unescaped dot)","util.lib","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","","room_jid_split_subdomain","",""
"","1028","VPaaS user is rejected (SASL failure) when access manager returns access=false","mod_muc_auth_ban","Tue Aug 11 06:47:45 UTC 2026","passed","Tue Aug 11 06:47:46 UTC 2026","","","",""
"","0","uses custom label when provided","jwk.lib","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","der_to_pem","ASN1","",""
"","3","PUT returns 400 when body is valid JSON but passcode key is missing","mod_muc_password_check","Tue Aug 11 06:48:32 UTC 2026","passed","Tue Aug 11 06:48:32 UTC 2026","","parameter validation","",""
"","1185","an oversized payload is rejected","mod_polls_component","Tue Aug 11 06:49:03 UTC 2026","passed","Tue Aug 11 06:49:05 UTC 2026","","validation","",""
"","0","recognises outbound-sip-jibri@ prefix","util.lib","Tue Aug 11 06:46:01 UTC 2026","passed","Tue Aug 11 06:46:01 UTC 2026","","get_sip_jibri_email_prefix","",""
