"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns false for nil","util.lib","Tue Aug 18 14:36:54 UTC 2026","passed","Tue Aug 18 14:36:54 UTC 2026","","is_transcriber","",""
"","181","allows a presence update that keeps the same resource","mod_muc_resource_validate","Tue Aug 18 14:39:41 UTC 2026","passed","Tue Aug 18 14:39:42 UTC 2026","","","",""
"","337","exposes the request map to jicofo but not to regular clients","mod_audio_translation_component","Tue Aug 18 14:37:35 UTC 2026","passed","Tue Aug 18 14:37:35 UTC 2026","","aggregation across receivers","",""
"","193","kicks the old device when the same user joins from a new device","mod_muc_flip","Tue Aug 18 14:39:04 UTC 2026","passed","Tue Aug 18 14:39:04 UTC 2026","","flip","",""
"","642","does not remove an occupant before authorizing the affiliation change","mod_muc_lobby_rooms","Tue Aug 18 14:39:13 UTC 2026","passed","Tue Aug 18 14:39:14 UTC 2026","","admin-set nick reservation","",""
"","0","returns the index of a found value","util.lib","Tue Aug 18 14:36:54 UTC 2026","passed","Tue Aug 18 14:36:54 UTC 2026","table_find","table helpers","",""
"","0","encodes two-byte form for 255","jwk.lib","Tue Aug 18 14:36:53 UTC 2026","passed","Tue Aug 18 14:36:53 UTC 2026","encode_length","ASN1","",""
"","202","correctly assigns different roles to moderator and non-moderator in same room","mod_token_affiliation","Tue Aug 18 14:40:36 UTC 2026","passed","Tue Aug 18 14:40:37 UTC 2026","","","",""
"","1091","non-occupant (connected but not joined) cannot update metadata","mod_room_metadata_component","Tue Aug 18 14:39:59 UTC 2026","passed","Tue Aug 18 14:40:00 UTC 2026","","authorization","",""
"","133","moderator token user who bypasses lobby with room password gets moderator role","mod_muc_lobby_rooms","Tue Aug 18 14:39:13 UTC 2026","passed","Tue Aug 18 14:39:13 UTC 2026","","token_affiliation interaction","",""
"","82","returns lobbyEnabled: true when lobby is enabled","mod_muc_password_check","Tue Aug 18 14:39:20 UTC 2026","passed","Tue Aug 18 14:39:21 UTC 2026","","GET room info","",""
"","543","all non-admin occupants of the main room receive the update broadcast","mod_muc_breakout_rooms","Tue Aug 18 14:38:33 UTC 2026","passed","Tue Aug 18 14:38:34 UTC 2026","","create breakout room","",""
"","80","GET returns 403 when token is invalid","mod_muc_password_check","Tue Aug 18 14:39:20 UTC 2026","passed","Tue Aug 18 14:39:20 UTC 2026","","authentication","",""
"","448","participant count decreases after a client leaves","mod_muc_size","Tue Aug 18 14:39:42 UTC 2026","passed","Tue Aug 18 14:39:42 UTC 2026","","GET /room-size","",""
"","0","returns false when keys differ","util.lib","Tue Aug 18 14:36:54 UTC 2026","passed","Tue Aug 18 14:36:54 UTC 2026","table_equals","table helpers","",""
"","1175","an oversized payload is rejected","mod_polls_component","Tue Aug 18 14:39:52 UTC 2026","passed","Tue Aug 18 14:39:53 UTC 2026","","validation","",""
"","0","returns the matched prefix value (table)","util.lib","Tue Aug 18 14:36:54 UTC 2026","passed","Tue Aug 18 14:36:54 UTC 2026","","starts_with_one_of","",""
"","435","passes stop IQ when features.livestreaming = true","mod_filter_iq_jibri (feature-based authorization)","Tue Aug 18 14:38:05 UTC 2026","passed","Tue Aug 18 14:38:06 UTC 2026","","livestreaming (recording_mode=stream)","",""
"","837","moderator can rename a breakout room and receives an update with the new name","mod_muc_breakout_rooms","Tue Aug 18 14:38:36 UTC 2026","passed","Tue Aug 18 14:38:36 UTC 2026","","rename breakout room","",""
"","0","recognises sipjibriina@ prefix","util.lib","Tue Aug 18 14:36:54 UTC 2026","passed","Tue Aug 18 14:36:54 UTC 2026","","get_sip_jibri_email_prefix","",""
"","538","rejects a JSON payload that is not an object","mod_audio_translation_component","Tue Aug 18 14:37:17 UTC 2026","passed","Tue Aug 18 14:37:17 UTC 2026","","routing and parsing","",""
"","67","returns 403 when Authorization header is absent","mod_muc_kick_participant","Tue Aug 18 14:39:07 UTC 2026","passed","Tue Aug 18 14:39:07 UTC 2026","","authentication","",""
"","0","returns false when no prefix in Set matches","util.lib","Tue Aug 18 14:36:54 UTC 2026","passed","Tue Aug 18 14:36:54 UTC 2026","","starts_with_one_of","",""
"","442","blocks IQ when context.features present but transcription key absent","mod_filter_iq_rayo (feature-based authorization)","Tue Aug 18 14:38:14 UTC 2026","passed","Tue Aug 18 14:38:15 UTC 2026","","transcription (dial to jitsi_meet_transcribe)","",""
"","196","non-moderator receives full presence when hideDisplayNameForGuests is false","mod_muc_displayname — hideDisplayNameForGuests","Tue Aug 18 14:38:57 UTC 2026","passed","Tue Aug 18 14:38:58 UTC 2026","","","",""
"","5","returns 404 when room does not exist","mod_system_chat_message","Tue Aug 18 14:40:35 UTC 2026","passed","Tue Aug 18 14:40:35 UTC 2026","","room lookup","",""
"","395","room broadcast is sent when cap is first hit","mod_muc_limit_messages","Tue Aug 18 14:39:08 UTC 2026","passed","Tue Aug 18 14:39:08 UTC 2026","","","",""
"","141","non-moderator token holder is blocked by lobby","mod_muc_lobby_rooms","Tue Aug 18 14:39:13 UTC 2026","passed","Tue Aug 18 14:39:13 UTC 2026","","token_affiliation interaction","",""
