"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns false when feature is absent from table","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","is_feature_allowed","",""
"","65","anonymous guest creates the room and is admitted despite no host present","mod_muc_wait_for_host","Mon Aug 31 14:50:52 UTC 2026","passed","Mon Aug 31 14:50:52 UTC 2026","","room does not exist yet","",""
"","85","returns lobbyEnabled: true when lobby is enabled","mod_muc_password_check","Mon Aug 31 14:50:29 UTC 2026","passed","Mon Aug 31 14:50:29 UTC 2026","","GET room info","",""
"","441","passes start IQ when features.recording = true","mod_filter_iq_jibri (feature-based authorization)","Mon Aug 31 14:49:08 UTC 2026","passed","Mon Aug 31 14:49:08 UTC 2026","","recording (recording_mode=file)","",""
"","657","clears the map (stops translation) when disabled, and restores it when re-enabled","mod_audio_translation_component","Mon Aug 31 14:48:28 UTC 2026","passed","Mon Aug 31 14:48:28 UTC 2026","","enabled flag","",""
"","0","uses custom filename template from config","mod_debug_traceback","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","dump_traceback()","",""
"","4","returns 400 when conference param is missing","mod_muc_end_meeting","Mon Aug 31 14:50:09 UTC 2026","passed","Mon Aug 31 14:50:09 UTC 2026","","parameter validation","",""
"","196","per-room limit lower than global restricts the room further","mod_muc_max_occupants","Mon Aug 31 14:50:25 UTC 2026","passed","Mon Aug 31 14:50:25 UTC 2026","","per-room limit","",""
"","196","enforces token name: observer sees token name even when sender sent a different nick","mod_muc_displayname — name-readonly","Mon Aug 31 14:50:05 UTC 2026","passed","Mon Aug 31 14:50:05 UTC 2026","","","",""
"","147","non-occupant disco#info returns <forbidden>","mod_muc_hide_all","Mon Aug 31 14:50:14 UTC 2026","passed","Mon Aug 31 14:50:15 UTC 2026","","when module is enabled","",""
"","0","returns false for a regular nick","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","is_focus_nick","",""
"","437","blocks start IQ when features.recording = false","mod_filter_iq_jibri (feature-based authorization)","Mon Aug 31 14:49:08 UTC 2026","passed","Mon Aug 31 14:49:09 UTC 2026","","recording (recording_mode=file)","",""
"","0","silently ignores invalid JSON in app_data (cjson.safe: returns nil, no throw)","mod_jibri_session","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","malformed app_data","",""
"","0","moderator='true' sets owner affiliation","mod_token_affiliation","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","affiliation assignment","",""
"","452","blocks stop IQ when token has no context.features (non-moderator fallback)","mod_filter_iq_jibri (feature-based authorization)","Mon Aug 31 14:49:11 UTC 2026","passed","Mon Aug 31 14:49:11 UTC 2026","","recording (recording_mode=file)","",""
"","0","prepends 0x00 when high bit is set to indicate positive number","jwk.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","encode_integer","ASN1","",""
"","140","sets no features on session for non-moderator without token features","mod_jitsi_permissions","Mon Aug 31 14:49:33 UTC 2026","passed","Mon Aug 31 14:49:33 UTC 2026","","session features (via HTTP)","",""
"","0","returns false for nil string","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","starts_with","",""
"","69","returns 400 when message is missing","mod_system_chat_message","Mon Aug 31 14:51:44 UTC 2026","passed","Mon Aug 31 14:51:44 UTC 2026","","parameter validation","",""
"","925","rejects a new subscription that would exceed the limit","mod_audio_translation_component","Mon Aug 31 14:48:36 UTC 2026","passed","Mon Aug 31 14:48:37 UTC 2026","","per-receiver limit (3)","",""
"","845","session survives a transcription-result with an empty transcript array","mod_muc_meeting_id","Mon Aug 31 14:50:27 UTC 2026","passed","Mon Aug 31 14:50:28 UTC 2026","","transcription filter robustness","",""
"","4","returns 400 when Content-Type is not application/json","mod_muc_kick_participant","Mon Aug 31 14:50:16 UTC 2026","passed","Mon Aug 31 14:50:16 UTC 2026","","parameter validation","",""
"","2","GET /turn-credentials returns 200 with a JSON array","mod_turncredentials_http","Mon Aug 31 14:52:03 UTC 2026","passed","Mon Aug 31 14:52:03 UTC 2026","","","",""
"","0","converts a JWK with high-bit modulus (requires 0x00 padding) to PEM","jwk.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","jwk_to_pem","",""
"","3","returns 404 when room does not exist","mod_system_chat_message","Mon Aug 31 14:51:44 UTC 2026","passed","Mon Aug 31 14:51:44 UTC 2026","","room lookup","",""
"","180","message is delivered when groupChatRestricted is not set","mod_filter_messages","Mon Aug 31 14:49:29 UTC 2026","passed","Mon Aug 31 14:49:29 UTC 2026","","","",""
"","1069","blocks a client from a non-whitelisted domain","mod_muc_filter_access","Mon Aug 31 14:50:10 UTC 2026","passed","Mon Aug 31 14:50:11 UTC 2026","","","",""
"","340","rejoining client receives fresh metadata","mod_room_metadata_component","Mon Aug 31 14:51:24 UTC 2026","passed","Mon Aug 31 14:51:24 UTC 2026","","initial metadata delivery","",""
"","235","whitelisted user can join a room that is at the limit","mod_muc_max_occupants","Mon Aug 31 14:50:24 UTC 2026","passed","Mon Aug 31 14:50:24 UTC 2026","","whitelist","",""
"","0","wildcard '*' matches any value","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","verify_claim","internals","",""
"","550","merges added entries and leaves earlier ones untouched","mod_audio_translation_component","Mon Aug 31 14:48:33 UTC 2026","passed","Mon Aug 31 14:48:33 UTC 2026","","delta semantics","",""
"","0","returns nil when n is missing","jwk.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","jwk_to_pem","",""
"","118","allows anonymous join when allow_empty_token = true","mod_token_verification","Mon Aug 31 14:52:01 UTC 2026","passed","Mon Aug 31 14:52:01 UTC 2026","","join access control","",""
"","0","expired token is rejected","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","claims","verify","",""
"","0","returns false for a room on the wrong MUC domain","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","is_vpaas","",""
"","7","sets session.previd from ?previd query param","mod_jitsi_session","Mon Aug 31 14:49:33 UTC 2026","passed","Mon Aug 31 14:49:33 UTC 2026","","","",""
"","546","all non-admin occupants of the main room receive the update broadcast","mod_muc_breakout_rooms","Mon Aug 31 14:49:42 UTC 2026","passed","Mon Aug 31 14:49:42 UTC 2026","","create breakout room","",""
"","303","moderator with no features in token is allowed when groupChatRestricted is true","mod_filter_messages","Mon Aug 31 14:49:30 UTC 2026","passed","Mon Aug 31 14:49:31 UTC 2026","","","",""
"","133","anonymous participants are not promoted","mod_muc_allowners","Mon Aug 31 14:49:34 UTC 2026","passed","Mon Aug 31 14:49:34 UTC 2026","","moderated room","",""
"","483","sends an empty JSON array when the last listener unsubscribes","mod_audio_translation_component","Mon Aug 31 14:48:49 UTC 2026","passed","Mon Aug 31 14:48:50 UTC 2026","","directed listeners push (translation-listeners)","",""
"","0","encode with private key, verify with public key","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","RS256","verify","",""
"","63","focus can join a subdomain room","mod_muc_domain_mapper","Mon Aug 31 14:50:07 UTC 2026","passed","Mon Aug 31 14:50:07 UTC 2026","","subdomain room join","",""
"","142","returns 200 and removes the participant","mod_muc_kick_participant","Mon Aug 31 14:50:16 UTC 2026","passed","Mon Aug 31 14:50:16 UTC 2026","","kick behaviour","",""
"","124","allows join with wildcard (*) room claim","mod_token_verification","Mon Aug 31 14:52:02 UTC 2026","passed","Mon Aug 31 14:52:02 UTC 2026","","join access control","",""
"","647","messages blocked by filter_messages do not count toward the cap","mod_muc_limit_messages","Mon Aug 31 14:50:20 UTC 2026","passed","Mon Aug 31 14:50:20 UTC 2026","","","",""
"","0","is not dominant speaker","SpeakerStats","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","initial state","",""
"","0","bare word focus without slash returns false","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","is_focus","",""
"","700","deduplicates the same language requested by two receivers","mod_audio_translation_component","Mon Aug 31 14:48:40 UTC 2026","passed","Mon Aug 31 14:48:40 UTC 2026","","aggregation across receivers","",""
"","0","returns error or throws for token with invalid base64 header","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","parse_token","internals","",""
"","432","blocks START (recording_mode=FILE) when features.recording = false","mod_filter_iq_jibri (feature-based authorization)","Mon Aug 31 14:49:19 UTC 2026","passed","Mon Aug 31 14:49:19 UTC 2026","","attribute case normalisation","",""
"","9","rejects connection with expired token","mod_auth_token (ASAP / RS256)","Mon Aug 31 14:48:53 UTC 2026","passed","Mon Aug 31 14:48:53 UTC 2026","","","",""
"","0","does not touch cert status for host not in overrides","mod_certs_s2soutinjection","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","attach()","",""
"","4","GET returns 400 when room query param is missing","mod_muc_password_check","Mon Aug 31 14:50:29 UTC 2026","passed","Mon Aug 31 14:50:29 UTC 2026","","parameter validation","",""
"","238","never delivers a private json-message under a forged room from","mod_time_restricted","Mon Aug 31 14:51:59 UTC 2026","passed","Mon Aug 31 14:52:00 UTC 2026","","spoofing by an occupant","",""
"","241","broadcasts a new poll to all occupants","mod_polls_component","Mon Aug 31 14:50:52 UTC 2026","passed","Mon Aug 31 14:50:53 UTC 2026","","poll creation","",""
"","0","preserves pre-existing top-level app_data keys","mod_jibri_session","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","client-to-jicofo pass (no room attr on jibri element)","",""
"","195","lets a moderator enable the feature","mod_audio_translation_component","Mon Aug 31 14:48:44 UTC 2026","passed","Mon Aug 31 14:48:44 UTC 2026","","enable-flag write gating (live-translation)","",""
"","425","blocks IQ when context.features present but transcription key absent","mod_filter_iq_rayo (feature-based authorization)","Mon Aug 31 14:49:22 UTC 2026","passed","Mon Aug 31 14:49:23 UTC 2026","","transcription (dial to jitsi_meet_transcribe)","",""
"","0","handles multi-byte integer without high bit","jwk.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","encode_integer","ASN1","",""
"","90","returns 401 when token is expired","mod_muc_jigasi_invite","Mon Aug 31 14:50:15 UTC 2026","passed","Mon Aug 31 14:50:15 UTC 2026","","authentication","",""
"","334","unauthenticated sender is still capped when check_token is enabled","mod_muc_limit_messages","Mon Aug 31 14:50:19 UTC 2026","passed","Mon Aug 31 14:50:19 UTC 2026","","","",""
"","207","requires first device to be in main room for flip to proceed","mod_muc_flip","Mon Aug 31 14:50:14 UTC 2026","passed","Mon Aug 31 14:50:14 UTC 2026","","lobby interactions","",""
"","0","resumes accumulating after returning from silence","SpeakerStats","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","setDominantSpeaker","",""
"","27","resumes session with same username when previd matches SM token","mod_auth_jitsi-anonymous","Mon Aug 31 14:48:52 UTC 2026","passed","Mon Aug 31 14:48:52 UTC 2026","","","",""
"","0","rewrites <conference room> attribute when child is present","mod_muc_domain_mapper","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","iq stanzas","filter_stanza","",""
"","441","messages after cap remain blocked","mod_muc_limit_messages","Mon Aug 31 14:50:17 UTC 2026","passed","Mon Aug 31 14:50:18 UTC 2026","","","",""
"","133","focus can still create the room after a rejected creation attempt","mod_muc_meeting_id","Mon Aug 31 14:50:25 UTC 2026","passed","Mon Aug 31 14:50:25 UTC 2026","","jicofo lock","",""
"","0","regular nick returns false","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","is_focus","",""
"","8","sets session.jitsi_web_query_prefix from ?prefix query param","mod_jitsi_session","Mon Aug 31 14:49:33 UTC 2026","passed","Mon Aug 31 14:49:33 UTC 2026","","","",""
"","0","accumulates time up to the moment of going silent","SpeakerStats","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","setDominantSpeaker","",""
"","0","non-string token returns error","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","argument validation","verify","",""
"","0","returns one element when there are no dots","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","split_token","internals","",""
"","0","affiliation='moderator' sets owner","mod_token_affiliation","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","affiliation assignment","",""
"","0","empty list returns false","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","verify_claim","internals","",""
"","828","ignores a message with no <audio-translation> child","mod_audio_translation_component","Mon Aug 31 14:48:23 UTC 2026","passed","Mon Aug 31 14:48:23 UTC 2026","","routing and parsing","",""
"","0","malformed token (two segments) returns error","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","argument validation","verify","",""
"","0","prefers s2s_connect_overrides — s2sout_override hosts are ignored","mod_certs_s2soutinjection","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","attach()","",""
"","0","accepted audience passes","luajwtjitsi","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","audience","verify","",""
"","582","does not remove focus before authorizing the affiliation change","mod_muc_lobby_rooms","Mon Aug 31 14:50:23 UTC 2026","passed","Mon Aug 31 14:50:23 UTC 2026","","admin-set nick reservation","",""
"","499","authenticated sender lifts the cap permanently","mod_muc_limit_messages","Mon Aug 31 14:50:18 UTC 2026","passed","Mon Aug 31 14:50:19 UTC 2026","","","",""
"","0","produces empty strings at boundaries","util.lib","Mon Aug 31 14:47:58 UTC 2026","passed","Mon Aug 31 14:47:58 UTC 2026","","split_string","",""
"","7","serves entries from external_services config (port 3479)","mod_turncredentials_http","Mon Aug 31 14:52:03 UTC 2026","passed","Mon Aug 31 14:52:03 UTC 2026","","extdisco IQ (via external_services)","",""
"","238","adds flip_device tag to the kicked occupant unavailable presence","mod_muc_flip","Mon Aug 31 14:50:13 UTC 2026","passed","Mon Aug 31 14:50:13 UTC 2026","","flip","",""
"","1140","moderator cannot set blocked key ""visitorsEnabled""","mod_room_metadata_component","Mon Aug 31 14:51:20 UTC 2026","passed","Mon Aug 31 14:51:21 UTC 2026","","blocked keys","",""
"","120","guest is admitted when a JWT host has already joined","mod_muc_wait_for_host","Mon Aug 31 14:50:52 UTC 2026","passed","Mon Aug 31 14:50:52 UTC 2026","","host present","",""
"","744","rejects the whole stanza when one of several entries is invalid","mod_audio_translation_component","Mon Aug 31 14:48:32 UTC 2026","passed","Mon Aug 31 14:48:33 UTC 2026","","validation (whole-stanza atomicity)","",""
"","569","prunes a departed sender from every receiver","mod_audio_translation_component","Mon Aug 31 14:48:45 UTC 2026","passed","Mon Aug 31 14:48:46 UTC 2026","","MUC-leave pruning","",""
"","195","extra fields in recording payload are stripped when set via transcription feature","mod_room_metadata_component","Mon Aug 31 14:51:32 UTC 2026","passed","Mon Aug 31 14:51:32 UTC 2026","","allow-moderation hook (mod_filter_iq_rayo interop)","",""
"","6","rejects connection with not-yet-valid token (nbf in the future)","mod_auth_token (HS256 shared secret)","Mon Aug 31 14:48:53 UTC 2026","passed","Mon Aug 31 14:48:53 UTC 2026","","","",""
"","656","drops a receiver's subscriptions when it leaves","mod_audio_translation_component","Mon Aug 31 14:48:45 UTC 2026","passed","Mon Aug 31 14:48:45 UTC 2026","","MUC-leave pruning","",""
"","169","relayed answers contain only names — extra fields are stripped","mod_polls_component","Mon Aug 31 14:50:53 UTC 2026","passed","Mon Aug 31 14:50:53 UTC 2026","","poll creation","",""
