"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","124","blocks join for member token scoped to a different room","mod_token_verification","Tue Aug 18 14:31:48 UTC 2026","passed","Tue Aug 18 14:31:48 UTC 2026","","join access control","",""
"","184","allows join when room has one occupant (under limit)","mod_muc_max_occupants","Tue Aug 18 14:30:26 UTC 2026","passed","Tue Aug 18 14:30:26 UTC 2026","","","",""
"","183","returns 200 with participant count for an existing room","mod_muc_size","Tue Aug 18 14:30:52 UTC 2026","passed","Tue Aug 18 14:30:53 UTC 2026","","GET /room-size","",""
"","188","strips flip_device tag from guest (no JWT context)","mod_muc_flip","Tue Aug 18 14:30:15 UTC 2026","passed","Tue Aug 18 14:30:15 UTC 2026","","flip_device tag stripping","",""
"","284","broadcasts remove event to other occupants","mod_filesharing_component","Tue Aug 18 14:28:52 UTC 2026","passed","Tue Aug 18 14:28:52 UTC 2026","","remove file","",""
"","136","created_timestamp is set once a second occupant joins","mod_conference_duration","Tue Aug 18 14:28:47 UTC 2026","passed","Tue Aug 18 14:28:47 UTC 2026","","","",""
"","0","uses custom label when provided","jwk.lib","Tue Aug 18 14:27:52 UTC 2026","passed","Tue Aug 18 14:27:52 UTC 2026","der_to_pem","ASN1","",""
"","68","lobby room JID is absent from disco info after disable","mod_muc_lobby_rooms","Tue Aug 18 14:30:24 UTC 2026","passed","Tue Aug 18 14:30:24 UTC 2026","","lifecycle","",""
"","0","returns true for empty prefix","util.lib","Tue Aug 18 14:27:52 UTC 2026","passed","Tue Aug 18 14:27:52 UTC 2026","","starts_with","",""
"","688","does not broadcast when the resulting aggregate is unchanged","mod_audio_translation_component","Tue Aug 18 14:28:29 UTC 2026","passed","Tue Aug 18 14:28:29 UTC 2026","","delta semantics","",""
"","1055","cached banned token is rejected even when access manager is reset to allow","mod_muc_auth_ban","Tue Aug 18 14:29:34 UTC 2026","passed","Tue Aug 18 14:29:35 UTC 2026","","","",""
"","3","PUT returns 400 when body is valid JSON but passcode key is missing","mod_muc_password_check","Tue Aug 18 14:30:31 UTC 2026","passed","Tue Aug 18 14:30:31 UTC 2026","","parameter validation","",""
"","0","returns nil when n is missing","jwk.lib","Tue Aug 18 14:27:52 UTC 2026","passed","Tue Aug 18 14:27:52 UTC 2026","","jwk_to_pem","",""
"","433","passes status IQ regardless of features (only start/stop are gated)","mod_filter_iq_jibri (feature-based authorization)","Tue Aug 18 14:29:05 UTC 2026","passed","Tue Aug 18 14:29:05 UTC 2026","","recording (recording_mode=file)","",""
"","634","a ban by jid is rejected even when a mismatched nick is also present","mod_muc_meeting_id","Tue Aug 18 14:30:28 UTC 2026","passed","Tue Aug 18 14:30:29 UTC 2026","","set admin filtering","",""
"","244","all occupants receive the broadcast","mod_room_metadata_component","Tue Aug 18 14:31:25 UTC 2026","passed","Tue Aug 18 14:31:25 UTC 2026","","broadcast delivery","",""
"","0","tampered payload fails verification","luajwtjitsi","Tue Aug 18 14:27:52 UTC 2026","passed","Tue Aug 18 14:27:52 UTC 2026","HS256","verify","",""
"","0","healthcheck room — no affiliation set","mod_token_affiliation","Tue Aug 18 14:27:52 UTC 2026","passed","Tue Aug 18 14:27:52 UTC 2026","","skip conditions in muc-occupant-pre-join","",""
"","188","JWT host is promoted and may revoke affiliations","mod_muc_allowners","Tue Aug 18 14:29:27 UTC 2026","passed","Tue Aug 18 14:29:27 UTC 2026","","moderated room","",""
"","130","non-whitelisted client joins with correct password","mod_muc_password_whitelist","Tue Aug 18 14:30:32 UTC 2026","passed","Tue Aug 18 14:30:32 UTC 2026","","","",""
"","0","does not write a file when io.open fails","mod_debug_traceback","Tue Aug 18 14:27:52 UTC 2026","passed","Tue Aug 18 14:27:52 UTC 2026","","dump_traceback()","",""
"","347","allows a receiver whose token sets the feature to true","mod_audio_translation_component","Tue Aug 18 14:28:23 UTC 2026","passed","Tue Aug 18 14:28:24 UTC 2026","","subscribe authorization (live-translation-subscribe)","",""
"","434","blocks IQ when context.features present but outbound-call key absent","mod_filter_iq_rayo (feature-based authorization)","Tue Aug 18 14:29:14 UTC 2026","passed","Tue Aug 18 14:29:15 UTC 2026","","outbound-call (dial to non-transcribe address)","",""
"","1139","message without jitsi_web_query_room is silently ignored","mod_filesharing_component","Tue Aug 18 14:28:56 UTC 2026","passed","Tue Aug 18 14:28:57 UTC 2026","","authorization","",""
"","4048","all 5 simultaneous joins complete despite rate=1/s","mod_muc_rate_limit","Tue Aug 18 14:30:32 UTC 2026","passed","Tue Aug 18 14:30:36 UTC 2026","","join rate limiting","",""
