"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","246","overwrites author fields to prevent spoofing","mod_filesharing_component","Tue Sep 01 13:59:25 UTC 2026","passed","Tue Sep 01 13:59:25 UTC 2026","","add file","",""
"","69","returns { valid: false } when submitted passcode does not match","mod_muc_password_check","Tue Sep 01 14:00:57 UTC 2026","passed","Tue Sep 01 14:00:57 UTC 2026","","PUT passcode validation","",""
"","0","ignores an IQ with no jibri child","mod_jibri_session","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","non-matching stanzas pass through unchanged","",""
"","0","falls through so live occupants get the correction","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","correction by the author","",""
"","0","prepends 0x00 when high bit is set to indicate positive number","jwk.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","encode_integer","ASN1","",""
"","0","marks the history entry as moderated by the sending occupant","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","moderation by a moderator","",""
"","0","returns true when string equals suffix exactly","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","ends_with","",""
"","0","tampered signature fails verification","luajwtjitsi","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","RS256","verify","",""
"","399","answer-poll json-message passes through even after cap is reached","mod_muc_limit_messages","Tue Sep 01 14:00:45 UTC 2026","passed","Tue Sep 01 14:00:45 UTC 2026","","","",""
"","0","rejects a retraction from a moderator who is not the author","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","retraction","",""
"","16","non-VPaaS user with a valid token is allowed without an HTTP check","mod_muc_auth_ban","Tue Sep 01 14:00:01 UTC 2026","passed","Tue Sep 01 14:00:01 UTC 2026","","","",""
"","500","drops a language when its sole referencer switches away","mod_audio_translation_component","Tue Sep 01 13:59:08 UTC 2026","passed","Tue Sep 01 13:59:08 UTC 2026","","aggregation across receivers","",""
"","1198","message with no <room_metadata> child is ignored cleanly","mod_room_metadata_component","Tue Sep 01 14:02:01 UTC 2026","passed","Tue Sep 01 14:02:02 UTC 2026","","invalid payloads","",""
"","425","blocks stop IQ when features.livestreaming = false","mod_filter_iq_jibri (feature-based authorization)","Tue Sep 01 13:59:41 UTC 2026","passed","Tue Sep 01 13:59:41 UTC 2026","","livestreaming (recording_mode=stream)","",""
"","1145","moderator cannot set blocked key ""asyncTranscription""","mod_room_metadata_component","Tue Sep 01 14:01:37 UTC 2026","passed","Tue Sep 01 14:01:39 UTC 2026","","blocked keys","",""
"","0","default filename contains pid and starts with data path","mod_debug_traceback","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","dump_traceback()","",""
"","0","prepends [subdomain] when subdomain is given","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","build_room_address","",""
"","0","is not silent","SpeakerStats","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","initial state","",""
"","0","stores an ordinary message","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","skip_history","",""
"","447","non-occupant cannot end the conference","mod_end_conference","Tue Sep 01 13:59:21 UTC 2026","passed","Tue Sep 01 13:59:22 UTC 2026","","","",""
"","704","does not resend when the listener set is unchanged","mod_audio_translation_component","Tue Sep 01 13:59:17 UTC 2026","passed","Tue Sep 01 13:59:17 UTC 2026","","directed listeners push (translation-listeners)","",""
"","1249","does not send broadcast back to sender","mod_filesharing_component","Tue Sep 01 13:59:22 UTC 2026","passed","Tue Sep 01 13:59:24 UTC 2026","","add file","",""
"","4106","all 5 simultaneous joins complete despite rate=1/s","mod_muc_rate_limit","Tue Sep 01 14:00:57 UTC 2026","passed","Tue Sep 01 14:01:01 UTC 2026","","join rate limiting","",""
"","438","plain message without <end_conference/> element is ignored","mod_end_conference","Tue Sep 01 13:59:22 UTC 2026","passed","Tue Sep 01 13:59:22 UTC 2026","","","",""
"","121","injects <identity><user> from JWT context.user into MUC presence","mod_presence_identity","Tue Sep 01 14:01:31 UTC 2026","passed","Tue Sep 01 14:01:31 UTC 2026","","identity injection","",""
"","0","rejects a correction with no occupant on the event","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","correction author checks","",""
"","530","rejects a senderId that is not 8 hex digits","mod_audio_translation_component","Tue Sep 01 13:58:56 UTC 2026","passed","Tue Sep 01 13:58:57 UTC 2026","","validation (whole-stanza atomicity)","",""
"","242","broadcasts when value changes","mod_room_metadata_component","Tue Sep 01 14:01:50 UTC 2026","passed","Tue Sep 01 14:01:51 UTC 2026","","value deduplication","",""
"","0","returns nil when searching for nil","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","table_find","table helpers","",""
"","792","ignores an empty <audio-translation> body","mod_audio_translation_component","Tue Sep 01 13:58:50 UTC 2026","passed","Tue Sep 01 13:58:51 UTC 2026","","routing and parsing","",""
"","489","denies a non-moderator without the live-translation feature","mod_audio_translation_component","Tue Sep 01 13:59:10 UTC 2026","passed","Tue Sep 01 13:59:11 UTC 2026","","enable-flag write gating (live-translation)","",""
"","0","rejects a correction of a moderated message","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","correction author checks","",""
"","443","blocks stop IQ when context.features present but recording key absent","mod_filter_iq_jibri (feature-based authorization)","Tue Sep 01 13:59:37 UTC 2026","passed","Tue Sep 01 13:59:38 UTC 2026","","recording (recording_mode=file)","",""
"","0","marks the relayed correction no-store","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","correction by the author","",""
"","4","returns 400 when room is missing","mod_system_chat_message","Tue Sep 01 14:02:12 UTC 2026","passed","Tue Sep 01 14:02:12 UTC 2026","","parameter validation","",""
"","0","wildcard matches any value","luajwtjitsi","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","audience","verify","",""
"","0","returns nil subdomain for a hyphenated-prefix host (regression: unescaped dot)","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","room_jid_split_subdomain","",""
"","0","sub defaults to module.host when jitsi_web_query_prefix is empty string","mod_short_lived_token","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","generateToken payload","",""
"","437","blocks IQ when context.features present but transcription key absent","mod_filter_iq_rayo (feature-based authorization)","Tue Sep 01 13:59:49 UTC 2026","passed","Tue Sep 01 13:59:50 UTC 2026","","transcription (dial to jitsi_meet_transcribe)","",""
"","0","returns nil when value is not present","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","table_find","table helpers","",""
"","0","returns truthy for transcriber@ JID","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","is_transcriber","",""
"","322","rejoining client receives fresh metadata","mod_room_metadata_component","Tue Sep 01 14:01:51 UTC 2026","passed","Tue Sep 01 14:01:52 UTC 2026","","initial metadata delivery","",""
"","0","prepends 0x00 when first byte is 0xFF","jwk.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","encode_integer","ASN1","",""
"","21","allows connection with correct shared secret","mod_auth_jitsi-shared-secret","Tue Sep 01 13:59:19 UTC 2026","passed","Tue Sep 01 13:59:19 UTC 2026","","","",""
"","27","query contains release identity","mod_jiconop","Tue Sep 01 13:59:58 UTC 2026","passed","Tue Sep 01 13:59:58 UTC 2026","","","",""
"","444","passes start IQ when features.livestreaming = true","mod_filter_iq_jibri (feature-based authorization)","Tue Sep 01 13:59:39 UTC 2026","passed","Tue Sep 01 13:59:39 UTC 2026","","livestreaming (recording_mode=stream)","",""
"","191","anonymous participants are promoted to owner on join","mod_muc_allowners","Tue Sep 01 14:00:00 UTC 2026","passed","Tue Sep 01 14:00:00 UTC 2026","","non-moderated room","",""
"","136","moderator=true (boolean)","mod_token_affiliation","Tue Sep 01 14:02:28 UTC 2026","passed","Tue Sep 01 14:02:28 UTC 2026","","moderator claim variants that grant owner/moderator","",""
"","0","logs error and skips hook when accepted_audiences is absent","mod_short_lived_token","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","config validation","",""
"","0","nbf in the future is rejected","luajwtjitsi","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","claims","verify","",""
"","1129","does not send broadcast to admin (focus)","mod_filesharing_component","Tue Sep 01 13:59:24 UTC 2026","passed","Tue Sep 01 13:59:25 UTC 2026","","add file","",""
"","1144","moderator cannot set blocked key ""conferencePresetsServiceEnabled""","mod_room_metadata_component","Tue Sep 01 14:01:39 UTC 2026","passed","Tue Sep 01 14:01:40 UTC 2026","","blocked keys","",""
"","538","HTTP error from access manager does not ban the user (fail open)","mod_muc_auth_ban","Tue Sep 01 14:00:04 UTC 2026","passed","Tue Sep 01 14:00:04 UTC 2026","","","",""
"","63","created_timestamp is absent before a second occupant joins","mod_conference_duration","Tue Sep 01 13:59:20 UTC 2026","passed","Tue Sep 01 13:59:20 UTC 2026","","","",""
"","0","marks the broadcast no-store so it never enters history","mod_muc_message_moderation","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","moderation by a moderator","",""
"","0","recognises sipjibrioutb@ prefix","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","","get_sip_jibri_email_prefix","",""
"","0","encodes three-byte form for 256","jwk.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","encode_length","ASN1","",""
"","60","returns item-not-found error reply for Jibri IQ targeting a non-existent room","mod_filter_iq_jibri (feature-based authorization)","Tue Sep 01 13:59:43 UTC 2026","passed","Tue Sep 01 13:59:43 UTC 2026","","robustness","",""
"","451","strips arbitrary client-supplied headers","mod_filter_iq_rayo (feature-based authorization)","Tue Sep 01 13:59:55 UTC 2026","passed","Tue Sep 01 13:59:55 UTC 2026","","header stripping","",""
"","142","new room is set to hidden","mod_muc_hide_all","Tue Sep 01 14:00:41 UTC 2026","passed","Tue Sep 01 14:00:41 UTC 2026","","when module is enabled","",""
"","0","reports removed keys","util.lib","Tue Sep 01 13:58:28 UTC 2026","passed","Tue Sep 01 13:58:28 UTC 2026","table_compare","table helpers","",""
