"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1127","error-type message is ignored without triggering a reply","mod_filesharing_component","Thu Sep 17 15:09:23 UTC 2026","passed","Thu Sep 17 15:09:24 UTC 2026","","invalid payloads","",""
"","361","per-room limit higher than global allows more occupants","mod_muc_max_occupants","Thu Sep 17 15:10:47 UTC 2026","passed","Thu Sep 17 15:10:48 UTC 2026","","per-room limit","",""
"","59","returns item-not-found error reply for Jibri IQ targeting a non-existent room","mod_filter_iq_jibri (feature-based authorization)","Thu Sep 17 15:09:35 UTC 2026","passed","Thu Sep 17 15:09:35 UTC 2026","","robustness","",""
"","0","wildcard matches any value","luajwtjitsi","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","issuer","verify","",""
"","0","hooks muc-config-form","mod_muc_message_moderation","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","registration","",""
"","641","does not resend for a language switch that leaves the listener set unchanged","mod_audio_translation_component","Thu Sep 17 15:08:55 UTC 2026","passed","Thu Sep 17 15:08:56 UTC 2026","","directed listeners push (translation-listeners)","",""
"","144","returns 200 and removes the participant","mod_muc_kick_participant","Thu Sep 17 15:10:39 UTC 2026","passed","Thu Sep 17 15:10:39 UTC 2026","","kick behaviour","",""
"","420","blocks IQ when context.features present but transcription key absent","mod_filter_iq_rayo (feature-based authorization)","Thu Sep 17 15:09:41 UTC 2026","passed","Thu Sep 17 15:09:41 UTC 2026","","transcription (dial to jitsi_meet_transcribe)","",""
"","0","handles multiple hosts in override map independently","mod_certs_s2soutinjection","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","attach()","",""
"","5","sets session.jitsi_web_query_room from ?room query param","mod_jitsi_session","Thu Sep 17 15:09:57 UTC 2026","passed","Thu Sep 17 15:09:57 UTC 2026","","","",""
"","0","user_region propagated from session","mod_short_lived_token","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","generateToken payload","",""
"","125","sets default permissions on session for moderator without token features","mod_jitsi_permissions","Thu Sep 17 15:09:57 UTC 2026","passed","Thu Sep 17 15:09:57 UTC 2026","","session features (via HTTP)","",""
"","59","GET returns 403 when token is invalid","mod_muc_password_check","Thu Sep 17 15:10:51 UTC 2026","passed","Thu Sep 17 15:10:51 UTC 2026","","authentication","",""
"","0","recognises sipjibriouta@ prefix","util.lib","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","get_sip_jibri_email_prefix","",""
"","0","uses the configured muc_domain_prefix (conference)","util.lib","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","build_room_address","",""
"","283","broadcasts remove event to other occupants","mod_filesharing_component","Thu Sep 17 15:09:14 UTC 2026","passed","Thu Sep 17 15:09:15 UTC 2026","","remove file","",""
"","0","increments count between calls producing distinct filenames","mod_debug_traceback","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","dump_traceback()","",""
"","367","answer-poll json-message passes through even after cap is reached","mod_muc_limit_messages","Thu Sep 17 15:10:41 UTC 2026","passed","Thu Sep 17 15:10:41 UTC 2026","","","",""
"","74","returns { valid: false } when submitted passcode does not match","mod_muc_password_check","Thu Sep 17 15:10:52 UTC 2026","passed","Thu Sep 17 15:10:52 UTC 2026","","PUT passcode validation","",""
"","133","moderator token holder is blocked by lobby, not bypassed by affiliation grant","mod_muc_lobby_rooms","Thu Sep 17 15:10:44 UTC 2026","passed","Thu Sep 17 15:10:44 UTC 2026","","token_affiliation interaction","",""
"","128","affiliation='moderator'","mod_token_affiliation","Thu Sep 17 15:12:22 UTC 2026","passed","Thu Sep 17 15:12:22 UTC 2026","","moderator claim variants that grant owner/moderator","",""
"","429","blocks Start (recording_mode=file) when features.recording = false","mod_filter_iq_jibri (feature-based authorization)","Thu Sep 17 15:09:36 UTC 2026","passed","Thu Sep 17 15:09:37 UTC 2026","","attribute case normalisation","",""
"","0","aud is set to requested audience","mod_short_lived_token","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","generateToken payload","",""
"","4046","queued joins arrive in order (each after the previous)","mod_muc_rate_limit","Thu Sep 17 15:10:56 UTC 2026","passed","Thu Sep 17 15:11:00 UTC 2026","","join rate limiting","",""
"","0","accumulates time up to the moment of going silent","SpeakerStats","Thu Sep 17 15:07:59 UTC 2026","passed","Thu Sep 17 15:07:59 UTC 2026","","setDominantSpeaker","",""
