"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1187","new-poll with a non-string answer name is ignored","mod_polls_component","Mon Aug 31 21:44:50 UTC 2026","passed","Mon Aug 31 21:44:51 UTC 2026","","validation","",""
"","0","no token — no affiliation set","mod_token_affiliation","Mon Aug 31 21:42:01 UTC 2026","passed","Mon Aug 31 21:42:01 UTC 2026","","skip conditions in muc-occupant-pre-join","",""
"","0","matches against a plain table of prefixes","util.lib","Mon Aug 31 21:42:01 UTC 2026","passed","Mon Aug 31 21:42:01 UTC 2026","","starts_with_one_of","",""
"","0","multiple audiences produce one service entry each","mod_short_lived_token","Mon Aug 31 21:42:01 UTC 2026","passed","Mon Aug 31 21:42:01 UTC 2026","","external_service/credentials handler","",""
"","0","accepted issuer passes","luajwtjitsi","Mon Aug 31 21:42:01 UTC 2026","passed","Mon Aug 31 21:42:01 UTC 2026","issuer","verify","",""
"","1138","non-moderator cannot update metadata","mod_room_metadata_component","Mon Aug 31 21:45:02 UTC 2026","passed","Mon Aug 31 21:45:03 UTC 2026","","authorization","",""
"","430","blocks Start (recording_mode=file) when features.recording = false","mod_filter_iq_jibri (feature-based authorization)","Mon Aug 31 21:43:14 UTC 2026","passed","Mon Aug 31 21:43:15 UTC 2026","","attribute case normalisation","",""
"","119","allows resource matching UUID prefix","mod_muc_resource_validate","Mon Aug 31 21:44:45 UTC 2026","passed","Mon Aug 31 21:44:45 UTC 2026","","","",""
"","9","sets session.customusername from ?customusername query param","mod_jitsi_session","Mon Aug 31 21:43:29 UTC 2026","passed","Mon Aug 31 21:43:29 UTC 2026","","","",""
"","1130","message with missing ""data"" field is ignored","mod_room_metadata_component","Mon Aug 31 21:45:36 UTC 2026","passed","Mon Aug 31 21:45:37 UTC 2026","","invalid payloads","",""
"","441","blocks IQ when features.transcription = false","mod_filter_iq_rayo (feature-based authorization)","Mon Aug 31 21:43:19 UTC 2026","passed","Mon Aug 31 21:43:19 UTC 2026","","transcription (dial to jitsi_meet_transcribe)","",""
"","0","breaks base64 into 64-character lines","jwk.lib","Mon Aug 31 21:42:01 UTC 2026","passed","Mon Aug 31 21:42:01 UTC 2026","der_to_pem","ASN1","",""
"","0","ignores apply-to without a moderated child","mod_muc_message_moderation","Mon Aug 31 21:42:01 UTC 2026","passed","Mon Aug 31 21:42:01 UTC 2026","","parse_moderation_request","",""
"","431","passes stop IQ when features.livestreaming = true","mod_filter_iq_jibri (feature-based authorization)","Mon Aug 31 21:43:11 UTC 2026","passed","Mon Aug 31 21:43:11 UTC 2026","","livestreaming (recording_mode=stream)","",""
